X,TMDBID,title,releaseDate,rating,num_rating,stars,star1,star2,star3,star4,star5,director,runtime,genres,production,country,budget,revenue,date,year,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,ScienceFiction,Thriller,War,Western
5511,11804,White Noise,1/7/05,5.6,92,"['Michael Keaton', 'Chandra West', 'Deborah Kara Unger', 'Ian McNeice', 'Keegan Connor Tracy']",Michael Keaton,Chandra West,Deborah Kara Unger,Ian McNeice,Keegan Connor Tracy,Geoffrey Sax,101,"['Drama', 'Horror', 'Thriller']",Universal Pictures,Canada,10000000,91196419,1/7/05,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5518,39472,Man Trouble,7/17/92,4.1,5,"['Jack Nicholson', 'Ellen Barkin', 'Lauren Tom', 'Harry Dean Stanton', ""Beverly D'Angelo""]",Jack Nicholson,Ellen Barkin,Lauren Tom,Harry Dean Stanton,Beverly D'Angelo,Bob Rafelson,100,"['Comedy', 'Romance']",American Filmworks,Italy,30,4,7/17/92,1992,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5524,11633,Appleseed,4/17/04,6.9,67,"['Ai Kobayashi', 'J?r?ta Kosugi', 'Yuki Matsuoka', 'Asumi Miwa', 'Mami Koyama']",Ai Kobayashi,J?r?ta Kosugi,Yuki Matsuoka,Asumi Miwa,Mami Koyama,Shinji Aramaki,101,"['Animation', 'Action', 'Science Fiction']",Toho Company,Japan,10000000,1461989,4/17/04,2004,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5525,9947,Elektra,1/14/05,4.9,266,"['Jennifer Garner', 'Goran Visnjic', 'Will Yun Lee', 'Cary-Hiroyuki Tagawa', 'Terence Stamp']",Jennifer Garner,Goran Visnjic,Will Yun Lee,Cary-Hiroyuki Tagawa,Terence Stamp,Rob Bowman,97,['Action'],Twentieth Century Fox Film Corporation,Canada,43000000,56681566,1/14/05,2005,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5526,7214,Coach Carter,1/14/05,7.3,197,"['Samuel L. Jackson', 'Rob Brown', ""Robert Ri'chard"", 'Rick Gonzalez', 'Channing Tatum']",Samuel L. Jackson,Rob Brown,Robert Ri'chard,Rick Gonzalez,Channing Tatum,Thomas Carter,136,['Drama'],Paramount Pictures,Germany,30000000,76669806,1/14/05,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5537,10694,The Chase,3/4/94,6.1,30,"['Charlie Sheen', 'Kristy Swanson', 'Henry Rollins', 'Josh Mostel', 'Wayne Grace']",Charlie Sheen,Kristy Swanson,Henry Rollins,Josh Mostel,Wayne Grace,Adam Rifkin,89,"['Comedy', 'Thriller', 'Action', 'Crime']",Twentieth Century Fox Film Corporation,United States of America,26000000,8009329,3/4/94,1994,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5539,613,Downfall,9/8/04,7.5,541,"['Bruno Ganz', 'Alexandra Maria Lara', 'Corinna Harfouch', 'Ulrich Matthes', 'Juliane K?hler']",Bruno Ganz,Alexandra Maria Lara,Corinna Harfouch,Ulrich Matthes,Juliane K?hler,Oliver Hirschbiegel,156,"['Drama', 'History', 'War']",Degeto Film,Austria,18339750,92180910,9/8/04,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
5540,8978,Assault on Precinct 13,1/19/05,5.9,128,"['Ethan Hawke', 'Laurence Fishburne', 'Gabriel Byrne', 'Maria Bello', 'Drea de Matteo']",Ethan Hawke,Laurence Fishburne,Gabriel Byrne,Maria Bello,Drea de Matteo,Jean-Fran?ois Richet,91,['Thriller'],Rogue Pictures,United States of America,30000000,35294470,1/19/05,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5541,11637,Are We There Yet?,1/20/05,5.1,100,"['Ice Cube', 'Nia Long', 'Aleisha Allen', 'Philip Bolden', 'Jay Mohr']",Ice Cube,Nia Long,Aleisha Allen,Philip Bolden,Jay Mohr,Brian Levant,95,"['Comedy', 'Family', 'Adventure', 'Romance']",Columbia Pictures,United States of America,32000000,97918663,1/20/05,2005,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5542,12142,Alone in the Dark,1/28/05,3.5,61,"['Christian Slater', 'Tara Reid', 'Stephen Dorff', 'Frank C. Turner', 'Matthew Walker']",Christian Slater,Tara Reid,Stephen Dorff,Frank C. Turner,Matthew Walker,Uwe Boll,96,"['Action', 'Fantasy', 'Horror', 'Thriller']",Boll Kino Beteiligungs GmbH & Co. KG,Canada,20000000,10442808,1/28/05,2005,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5543,11096,Hide and Seek,1/27/05,6.1,181,"['Robert De Niro', 'Dakota Fanning', 'Famke Janssen', 'Elisabeth Shue', 'Amy Irving']",Robert De Niro,Dakota Fanning,Famke Janssen,Elisabeth Shue,Amy Irving,John Polson,101,"['Horror', 'Mystery', 'Thriller']",Twentieth Century Fox Film Corporation,United States of America,25000000,122644820,1/27/05,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
5544,8968,Boogeyman,2/4/05,4.6,75,"['Emily Deschanel', 'Barry Watson', 'Skye McCole Bartusiak', 'Lucy Lawless', 'Tory Mussett']",Emily Deschanel,Barry Watson,Skye McCole Bartusiak,Lucy Lawless,Tory Mussett,Stephen Kay,89,"['Thriller', 'Horror', 'Drama', 'Mystery']",Ghost House Pictures,United States of America,20000000,67192859,2/4/05,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
5545,6961,The Wedding Date,2/4/05,6.1,97,"['Debra Messing', 'Dermot Mulroney', 'Amy Adams', 'Jack Davenport', 'Jeremy Sheffield']",Debra Messing,Dermot Mulroney,Amy Adams,Jack Davenport,Jeremy Sheffield,Clare Kilner,88,"['Comedy', 'Romance']",Universal Pictures,United States of America,15000000,47175038,2/4/05,2005,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5554,2436,Double Dragon,11/4/94,4.4,25,"['Robert Patrick', 'Mark Dacascos', 'Scott Wolf', 'Kristina Wagner', 'Julia Nickson']",Robert Patrick,Mark Dacascos,Scott Wolf,Kristina Wagner,Julia Nickson,James Yukich,89,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",Gramercy Pictures,United States of America,3500000,2341309,11/4/94,1994,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5561,4935,Howl's Moving Castle,11/19/04,8,917,"['Takuya Kimura', 'Akihiro Miwa', 'Tatsuya Gash?in', 'Mitsunori Isaki', 'Yo Oizumi']",Takuya Kimura,Akihiro Miwa,Tatsuya Gash?in,Mitsunori Isaki,Yo Oizumi,Hayao Miyazaki,119,"['Fantasy', 'Animation', 'Adventure']",Tokuma Shoten,Japan,24000000,234710455,11/19/04,2004,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5564,8488,Hitch,2/10/05,6.3,793,"['Will Smith', 'Eva Mendes', 'Kevin James', 'Amber Valletta', 'Julie Ann Emery']",Will Smith,Eva Mendes,Kevin James,Amber Valletta,Julie Ann Emery,Andy Tennant,118,"['Comedy', 'Drama', 'Romance']",Columbia Pictures Corporation,United States of America,70000000,368100420,2/10/05,2005,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5565,561,Constantine,2/15/05,6.5,869,"['Keanu Reeves', 'Rachel Weisz', 'Shia LaBeouf', 'Djimon Hounsou', 'Max Baker']",Keanu Reeves,Rachel Weisz,Shia LaBeouf,Djimon Hounsou,Max Baker,Francis Lawrence,121,"['Drama', 'Fantasy', 'Horror']",Village Roadshow Pictures,Germany,100000000,230427240,2/15/05,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5567,17880,Because of Winn-Dixie,2/18/05,6.2,28,"['Jeff Daniels', 'AnnaSophia Robb', 'Cicely Tyson', 'Eva Marie Saint', 'Dave Matthews']",Jeff Daniels,AnnaSophia Robb,Cicely Tyson,Eva Marie Saint,Dave Matthews,Wayne Wang,106,"['Comedy', 'Drama', 'Family']",Twentieth Century Fox Film Corporation,United States of America,14000000,32645546,2/18/05,2005,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5572,3040,Night Watch,6/27/04,6.3,74,"['Konstantin Khabenskiy', 'Vladimir Menshov', 'Galina Tyunina', 'Mariya Poroshina', 'Zhanna Friske']",Konstantin Khabenskiy,Vladimir Menshov,Galina Tyunina,Mariya Poroshina,Zhanna Friske,Timur Bekmambetov,114,"['Fantasy', 'Action', 'Thriller']",Bazelevs Production,Russia,4200000,33951015,6/27/04,2004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5576,9470,Kung Fu Hustle,9/14/04,7.1,446,"['Stephen Chow', 'Yuen Wah', 'Yuen Qiu', 'Lam Tze-Chung', 'Huang Sheng-Yi']",Stephen Chow,Yuen Wah,Yuen Qiu,Lam Tze-Chung,Huang Sheng-Yi,Stephen Chow,99,"['Action', 'Comedy', 'Crime', 'Fantasy']",Beijing Film Studio,China,20000000,100914445,9/14/04,2004,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5588,10012,Cursed,2/24/05,5,54,"['Portia de Rossi', 'Christina Ricci', 'Jesse Eisenberg', 'Milo Ventimiglia', 'Judy Greer']",Portia de Rossi,Christina Ricci,Jesse Eisenberg,Milo Ventimiglia,Judy Greer,Wes Craven,97,"['Horror', 'Comedy']",Craven-Maddalena Films,Germany,35000000,19294901,2/24/05,2005,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5589,10022,The Pacifier,3/4/05,5.7,370,"['Vin Diesel', 'Lauren Graham', 'Faith Ford', 'Brittany Snow', 'Max Thieriot']",Vin Diesel,Lauren Graham,Faith Ford,Brittany Snow,Max Thieriot,Adam Shankman,95,"['Action', 'Comedy', 'Family']",Walt Disney Pictures,Canada,56000000,113006880,3/4/05,2005,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5590,4551,Be Cool,3/4/05,5.3,128,"['John Travolta', 'Uma Thurman', 'Vince Vaughn', 'Cedric the Entertainer', 'Andr? Benjamin']",John Travolta,Uma Thurman,Vince Vaughn,Cedric the Entertainer,Andr? Benjamin,F. Gary Gray,118,"['Comedy', 'Crime']",Double Feature Films,United States of America,53000000,95226116,3/4/05,2005,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5593,2026,Hostage,3/9/05,5.9,221,"['Bruce Willis', 'Kevin Pollak', 'Jimmy Bennett', 'Michelle Horn', 'Ben Foster']",Bruce Willis,Kevin Pollak,Jimmy Bennett,Michelle Horn,Ben Foster,Florent-Emilio Siri,113,"['Mystery', 'Drama', 'Thriller', 'Crime']",Miramax Films,Germany,52000000,77944725,3/9/05,2005,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
5594,9928,Robots,3/11/05,5.9,667,"['Robin Williams', 'Ewan McGregor', 'Halle Berry', 'Mel Brooks', 'Paula Abdul']",Robin Williams,Ewan McGregor,Halle Berry,Mel Brooks,Paula Abdul,Carlos Saldanha,91,"['Animation', 'Comedy', 'Family', 'Science Fiction']",Blue Sky Studios,United States of America,75000000,260696994,3/11/05,2005,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5606,13374,Ice Princess,3/17/05,5.7,76,"['Michelle Trachtenberg', 'Joan Cusack', 'Amy Stewart', 'Hayden Panettiere', 'Kim Cattrall']",Michelle Trachtenberg,Joan Cusack,Amy Stewart,Hayden Panettiere,Kim Cattrall,Tim Fywell,98,['Comedy'],Walt Disney Pictures,United States of America,25000000,27645491,3/17/05,2005,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5623,17113,The Ballad of Jack and Rose,3/25/05,6.4,19,"['Daniel Day-Lewis', 'Camilla Belle', 'Catherine Keener', 'Ryan McDonald', 'Paul Dano']",Daniel Day-Lewis,Camilla Belle,Catherine Keener,Ryan McDonald,Paul Dano,Rebecca Miller,111,['Drama'],Elevation Filmworks,United States of America,1500000,712294,3/25/05,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5624,187,Sin City,3/31/05,7.1,1420,"['Bruce Willis', 'Mickey Rourke', 'Clive Owen', 'Jessica Alba', 'Jaime King']",Bruce Willis,Mickey Rourke,Clive Owen,Jessica Alba,Jaime King,Quentin Tarantino,124,"['Action', 'Thriller', 'Crime']",Dimension Films,United States of America,40000000,158733820,3/31/05,2005,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5625,14177,Beauty Shop,6/2/05,4.9,52,"['Queen Latifah', 'Alicia Silverstone', 'Andie MacDowell', 'Alfre Woodard', 'Mena Suvari']",Queen Latifah,Alicia Silverstone,Andie MacDowell,Alfre Woodard,Mena Suvari,Bille Woodruff,105,"['Comedy', 'Romance']",Metro-Goldwyn-Mayer (MGM),United States of America,25000000,36351350,6/2/05,2005,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5626,7364,Sahara,4/6/05,5.6,188,"['Matthew McConaughey', 'Pen?lope Cruz', 'Steve Zahn', 'William H. Macy', 'Lennie James']",Matthew McConaughey,Pen?lope Cruz,Steve Zahn,William H. Macy,Lennie James,Breck Eisner,124,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",Paramount Pictures,Germany,160000000,119269486,4/6/05,2005,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5627,11431,Fever Pitch,4/6/05,5.7,81,"['Drew Barrymore', 'Jimmy Fallon', 'Jason Spevack', 'Jack Kehler', 'Maureen Keiller']",Drew Barrymore,Jimmy Fallon,Jason Spevack,Jack Kehler,Maureen Keiller,Peter Farrelly,103,"['Comedy', 'Drama', 'Romance']",Fox 2000 Pictures,Germany,30000000,50451307,4/6/05,2005,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5649,7453,The Hitchhiker's Guide to the Galaxy,1/15/05,6.6,578,"['Martin Freeman', 'Zooey Deschanel', 'Sam Rockwell', 'Mos Def', 'John Malkovich']",Martin Freeman,Zooey Deschanel,Sam Rockwell,Mos Def,John Malkovich,Garth Jennings,109,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",Spyglass Entertainment,United States of America,50000000,104478416,1/15/05,2005,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5651,10065,The Amityville Horror,4/15/05,6.1,223,"['Ryan Reynolds', 'Melissa George', 'Jesse James', 'Chlo? Grace Moretz', 'Jimmy Bennett']",Ryan Reynolds,Melissa George,Jesse James,Chlo? Grace Moretz,Jimmy Bennett,Andrew Douglas,90,"['Horror', 'Thriller', 'Drama']",Platinum Dunes,United States of America,19000000,108047131,4/15/05,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5655,8976,A Lot Like Love,4/22/05,6.4,151,"['Ashton Kutcher', 'Amanda Peet', 'Aimee Garcia', 'Taryn Manning', 'Ali Larter']",Ashton Kutcher,Amanda Peet,Aimee Garcia,Taryn Manning,Ali Larter,Nigel Cole,107,['Comedy'],Mile High Productions,United States of America,30000000,42886719,4/22/05,2005,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5657,11679,xXx: State of the Union,4/27/05,4.9,227,"['Ice Cube', 'Willem Dafoe', 'Samuel L. Jackson', 'Scott Speedman', 'Xzibit']",Ice Cube,Willem Dafoe,Samuel L. Jackson,Scott Speedman,Xzibit,Lee Tamahori,101,"['Action', 'Crime', 'Adventure']",Original Film,United States of America,87000000,71073932,4/27/05,2005,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5658,1495,Kingdom of Heaven,5/3/05,6.4,549,"['Orlando Bloom', 'Eva Green', 'Jeremy Irons', 'Marton Csokas', 'Brendan Gleeson']",Orlando Bloom,Eva Green,Jeremy Irons,Marton Csokas,Brendan Gleeson,Ridley Scott,144,"['Drama', 'Action', 'Adventure', 'History', 'War']",Studio Babelsberg,Germany,130000000,211643158,5/3/05,2005,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
5659,10066,House of Wax,5/6/05,5.3,254,"['Elisha Cuthbert', 'Paris Hilton', 'Brian Van Holt', 'Jared Padalecki', 'Chad Michael Murray']",Elisha Cuthbert,Paris Hilton,Brian Van Holt,Jared Padalecki,Chad Michael Murray,Jaume Collet-Serra,113,['Horror'],Village Roadshow Pictures,United States of America,40000000,68766121,5/6/05,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5660,1640,Crash,5/6/05,7.1,562,"['Sandra Bullock', 'Don Cheadle', 'Matt Dillon', 'Michael Pe?a', 'Jennifer Esposito']",Sandra Bullock,Don Cheadle,Matt Dillon,Michael Pe?a,Jennifer Esposito,Paul Haggis,112,['Drama'],Blackfriars Bridge Films,Germany,6500000,98410061,5/6/05,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5668,10027,Unleashed,2/2/05,6.5,228,"['Jet Li', 'Morgan Freeman', 'Bob Hoskins', 'Vincent Regan', 'Dylan Brown']",Jet Li,Morgan Freeman,Bob Hoskins,Vincent Regan,Dylan Brown,Louis Leterrier,103,"['Action', 'Crime']",Canal Plus,France,45000000,50871113,2/2/05,2005,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5672,1895,Star Wars: Episode III - Revenge of the Sith,5/17/05,7,2167,"['Hayden Christensen', 'Ewan McGregor', 'Natalie Portman', 'Ian McDiarmid', 'Frank Oz']",Hayden Christensen,Ewan McGregor,Natalie Portman,Ian McDiarmid,Frank Oz,George Lucas,140,"['Science Fiction', 'Adventure', 'Action']",Lucasfilm,United States of America,113000000,8.50E+08,5/17/05,2005,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5673,9981,Kicking & Screaming,5/13/05,5.7,80,"['Will Ferrell', 'Robert Duvall', 'Kate Walsh', 'Musetta Vander', 'Josh Hutcherson']",Will Ferrell,Robert Duvall,Kate Walsh,Musetta Vander,Josh Hutcherson,Jesse Dylan,95,"['Romance', 'Comedy', 'Family']",Universal Pictures,United States of America,45000000,56070433,5/13/05,2005,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5674,4379,Monster-in-Law,5/13/05,5.5,183,"['Jennifer Lopez', 'Jane Fonda', 'Michael Vartan', 'Wanda Sykes', 'Adam Scott']",Jennifer Lopez,Jane Fonda,Michael Vartan,Wanda Sykes,Adam Scott,Robert Luketic,101,['Comedy'],New Line Cinema,United States of America,43000000,154749918,5/13/05,2005,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5676,27,9 Songs,7/16/04,4.9,39,"[""Kieran O'Brien"", 'Margo Stilley', 'The Dandy Warhols', 'Elbow', 'Franz Ferdinand']",Kieran O'Brien,Margo Stilley,The Dandy Warhols,Elbow,Franz Ferdinand,Michael Winterbottom,66,"['Drama', 'Music', 'Romance']",Revolution Films,United Kingdom,1000000,332323,7/16/04,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5678,953,Madagascar,5/25/05,6.4,1824,"['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Sacha Baron Cohen']",Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,Tom McGrath,86,"['Family', 'Animation']",DreamWorks SKG,United States of America,75000000,532680671,5/25/05,2005,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5679,12700,Dominion: Prequel to the Exorcist,5/20/05,4.6,30,"['Stellan Skarsg?rd', 'Gabriel Mann', 'Clara Bellar', 'Billy Crawford', 'Ralph Brown']",Stellan Skarsg?rd,Gabriel Mann,Clara Bellar,Billy Crawford,Ralph Brown,Paul Schrader,117,"['Horror', 'Thriller', 'Drama']",Morgan Creek Productions,United States of America,30000000,251495,5/20/05,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5680,9291,The Longest Yard,5/19/05,6.2,346,"['Adam Sandler', 'Chris Rock', 'Burt Reynolds', 'Michael Irvin', 'Nelly']",Adam Sandler,Chris Rock,Burt Reynolds,Michael Irvin,Nelly,Peter Segal,113,"['Comedy', 'Drama']",Paramount Pictures,United States of America,82000000,190320568,5/19/05,2005,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5681,921,Cinderella Man,6/2/05,6.9,303,"['Russell Crowe', 'Ren?e Zellweger', 'Paul Giamatti', 'Craig Bierko', 'Paddy Considine']",Russell Crowe,Ren?e Zellweger,Paul Giamatti,Craig Bierko,Paddy Considine,Ron Howard,144,"['Romance', 'Drama', 'History']",Miramax Films,United States of America,88000000,108539911,6/2/05,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5682,9779,The Sisterhood of the Traveling Pants,6/1/05,6.2,137,"['Amber Tamblyn', 'Alexis Bledel', 'America Ferrera', 'Blake Lively', 'Jenna Boyd']",Amber Tamblyn,Alexis Bledel,America Ferrera,Blake Lively,Jenna Boyd,Ken Kwapis,119,"['Drama', 'Comedy']",DiNovi Pictures,United States of America,25000000,39053061,6/1/05,2005,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5683,9787,Lords of Dogtown,6/3/05,6.8,86,"['Emile Hirsch', 'Victor Rasuk', 'Rebecca De Mornay', 'John Robinson', 'Michael Angarano']",Emile Hirsch,Victor Rasuk,Rebecca De Mornay,John Robinson,Michael Angarano,Catherine Hardwicke,107,['Drama'],Columbia Pictures,Germany,25000000,13411957,6/3/05,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
