,TMDBID,language,keyword1,keyword2,keyword3,art1,art2,sound1,sound2,producer1,producer2,producer3
227,9061.0,en,rape,black people,florida,Patrizia von Brandenstein,Dennis Bradford,James Newton Howard,NA,Steve Perry,Arne Glimcher,Sean Connery
228,37108.0,en,time travel,kid,medieval times,NA,NA,NA,NA,NA,NA,NA
229,6071.0,en,hoodlum,NA,NA,NA,NA,Trevor Jones,NA,Barbet Schroeder,NA,NA
230,11.0,en,android,galaxy,hermit,John Barry,Leslie Dilley,John Williams,NA,George Lucas,Gary Kurtz,Rick McCallum
231,9587.0,en,mother daughter relationship,pregnant,desire,Jan Roelfs,Jim Erickson,Thomas Newman,Eric Batut,Denise Di Novi,Shani Ginsberg,Carrie Frazier
232,19101.0,en,based on novel,servant,private school,Tom Duffield,Bo Welch,Patrick Doyle,Jos? Antonio Garc?a,Jill Greenberg Sands,Robert P. Cohen,Alan C. Blomquist
233,49980.0,en,love,children,family,NA,NA,NA,NA,NA,NA,NA
234,18183.0,es,chocolate,cooking,marriage,NA,NA,NA,NA,Alfonso Ar?u,NA,NA
235,4476.0,en,montana,indian,world war i,Lilly Kilvert,Andrew Precht,James Horner,NA,Marshall Herskovitz,William D. Wittliff,Edward Zwick
236,11008.0,en,headquarter,military base,military service,NA,NA,Craig Safan,NA,Eric L. Gold,Michael I. Rachmil,NA
237,47504.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,32325.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,43742.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,28313.0,en,mother,child abuse,single parent,NA,NA,NA,NA,Naomi Foner Gyllenhaal,Hawk Koch,Sharon Owyang
241,11318.0,en,queen,kingdom,biography,NA,NA,George Fenton,NA,David Parfitt,NA,NA
242,3036.0,en,experiment with human beings,frankenstein,NA,Tim Harvey,Desmond Crowe,Patrick Doyle,NA,Francis Ford Coppola,James V. Hart,John Veitch
243,40490.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,24070.0,en,holiday,rollerblades,cross dresser,Bill Groom,Dennis Bradford,George Fenton,NA,Delia Ephron,Joseph Hartwick,Paul Junger Witt
245,8986.0,en,prostitute,tree house,red-light disctrict,NA,NA,Michael Convertino,NA,Frank Marshall,Kathleen Kennedy,Patrick J. Palmer
246,10510.0,en,holiday,competition,new love,NA,NA,Bruce Broughton,NA,William S. Beasley,John Hughes,William Ryan
247,17402.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,38722.0,en,immigrant,marriage,family relationships,NA,NA,NA,NA,NA,NA,NA
249,8438.0,en,prison,prisoner,death row,NA,NA,Christopher Young,NA,NA,NA,NA
250,11593.0,en,illegal employment,retirement,NA,David Gropman,Dan Davis,Howard Shore,NA,Arlene Donovan,Scott Rudin,Michael Hausman
251,1945.0,en,loss of mother,loss of sister,twin sister,Jon Hutman,Tim Galvin,Mark Isham,NA,Jodie Foster,Ren?e Missel,Graham Place
252,39310.0,en,new jersey,police,brutality,NA,NA,NA,NA,Bob Gosse,Larry Meistrich,NA
253,241.0,en,new jersey,police,brutality,NA,NA,NA,NA,Bob Gosse,Larry Meistrich,NA
254,9058.0,en,new jersey,police,brutality,NA,NA,NA,NA,Bob Gosse,Larry Meistrich,NA
255,527.0,en,individual,slum,suicide,Michael Kane,NA,Murray Grindlay,Murray McNabb,Robin Scholes,Don Selwyn,NA
256,18220.0,en,sex,obsession,diary,NA,NA,NA,NA,NA,NA,NA
257,6950.0,en,river,general,research,William Sandell,NA,James Newton Howard,NA,Arnold Kopelson,Wolfgang Petersen,Duncan Henderson
258,101.0,fr,corruption,police brutality,loss of family,Dan Weil,Gerard Drolon,Eric Serra,NA,Patrice Ledoux,Todd M. Thaler,NA
259,63020.0,en,immigration,woman director,political prisoner,Mark Friedberg,Kenneth Hardy,Alan Silvestri,NA,Lydia Dean Pilcher,Michael Nozik,Kerry Barden
260,680.0,en,transporter,brothel,drug dealer,David Wasco,Charles Collum,Karyn Rachtman,Kathy Nelson,Lawrence Bender,Danny DeVito,Michael Shamberg
261,25296.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,40156.0,en,gay,independent film,united kingdom,NA,NA,NA,NA,NA,NA,NA
263,11450.0,en,television,tv show,manipulation,Jon Hutman,Tim Galvin,Mark Isham,NA,Michael Jacobs,Julian Krainin,Michael Nozik
264,30304.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,10452.0,fr,marriage of convenience,konfession,royalty,NA,NA,Goran Bregovic,NA,Claude Berri,Pierre Grunstein,NA
266,12106.0,en,gunslinger,prairie,shootout,NA,NA,Alan Silvestri,NA,Joshua Donen,Toby Jaffe,Patrick Markey
267,161495.0,sv,roommate,birthday,funeral,NA,NA,NA,NA,NA,NA,NA
268,3586.0,en,roommate,birthday,funeral,NA,NA,NA,NA,NA,NA,NA
269,110.0,en,roommate,birthday,funeral,NA,NA,NA,NA,NA,NA,NA
270,108.0,en,paris,composer,pain,NA,NA,Zbigniew Preisner,NA,Marin Karmitz,NA,NA
271,109.0,pl,hairdresser,sexual frustration,funeral,Halina Dobrowolska,Claude Lenoir,Zbigniew Preisner,NA,Marin Karmitz,Margot Capelier,Teresa Violetta Buhl
272,159185.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,28033.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,22586.0,en,princess,animation,swan,NA,NA,NA,NA,NA,NA,NA
275,14334.0,en,family relationships,ireland,seal,NA,NA,NA,NA,NA,NA,NA
276,2636.0,en,explosive,revenge,explosives expert,Walter P. Martishius,Alan E. Muraoka,John Barry,NA,Jerry Weintraub,Jackie Burch,NA
277,2164.0,en,teleportation,uprising,shot to death,Holger Gross,Frank Bollinger,David Arnold,David M. Ronne,Dean Devlin,Roland Emmerich,Joel B. Michaels
278,11395.0,en,holiday,christmas party,santa claus,NA,NA,Michael Convertino,NA,Brian Reilly,Jeffrey Silver,NA
279,278.0,en,prison,corruption,police brutality,Terence Marsh,Michael Seirton,Thomas Newman,Paul J. Zydel,Niki Marvin,Julie Lichter,Deborah Aquila
280,9905.0,en,roommate,distrust,overdose,NA,NA,Simon Boswell,NA,Andrew Macdonald,Allan Scott,NA
281,87078.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,12527.0,es,gay,cuba,artist,NA,NA,Jos? Mar?a Vitier,NA,Georgina Balzaretti,Frank Cabrera,Camilo Vives
283,20306.0,en,gay,cuba,artist,NA,NA,Jos? Mar?a Vitier,NA,Georgina Balzaretti,Frank Cabrera,Camilo Vives
284,36614.0,en,gay,cuba,artist,NA,NA,Jos? Mar?a Vitier,NA,Georgina Balzaretti,Frank Cabrera,Camilo Vives
285,27993.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,31439.0,en,gambling,china,child abuse,NA,NA,NA,NA,NA,NA,NA
287,9067.0,en,destroy,dystopia,reincarnation,James Finn,NA,Graeme Revell,NA,Tom Astor,John Watson,Pen Densham
288,9059.0,en,key,guard,god,Christiaan Wagener,NA,Ed Shearmur,NA,Gilbert Adler,Richard Edlund,A L Katz
289,193.0,en,based on tv series,exploding planet,mountain cabin,Sandy Veneziano,John M. Dwyer,Dennis McCarthy,NA,Rick Berman,Peter Lauritson,Bernard Williams
290,25066.0,en,prison,ghetto,anthology,NA,NA,Christopher Young,NA,Darin Scott,Elaine Dysinger,Spike Lee
291,46797.0,en,NA,NA,NA,NA,NA,Debbie Wiseman,NA,Harvey Kass,NA,NA
292,12122.0,en,alien life-form,village,bewusstlosigkeit,NA,NA,John Carpenter,Dave Davies,Andre Blay,Shep Gordon,Sandy King
293,11381.0,en,bikini girl,pneumatic tube,cow tipping,NA,NA,David Newman,NA,Lorne Michaels,NA,NA
294,32636.0,en,chekhov,indie,NA,NA,NA,NA,NA,NA,NA,NA
295,36141.0,en,noir,city,indie,NA,NA,Cliff Martinez,NA,Joshua Donen,NA,NA
296,95963.0,en,vietnam,jungle,black american,NA,NA,NA,NA,NA,NA,NA
297,1587.0,en,mentally disabled,iowa,widow,NA,NA,NA,NA,NA,NA,NA
298,9271.0,en,mentally disabled,iowa,widow,NA,NA,NA,NA,NA,NA,NA
299,2064.0,en,mentally disabled,iowa,widow,NA,NA,NA,NA,NA,NA,NA
300,19855.0,en,vietnam veteran,bullying,child,NA,NA,NA,NA,Jon Avnet,Deborah Love,Eric Eisner
301,60855.0,en,woman director,NA,NA,Michael Bjornson,Candice Dickens,Shadowy Men on a Shadowy Planet,Frank Faugno,Stephen Hegyes,Rose Lam,Anne Andersons
302,236.0,en,individual,becoming an adult,dream,Hugh Bateup,Paddy Reardon,Peter Best,NA,Lynda House,Jocelyn Moorhouse,Alison Barrett
303,48287.0,en,friends,camp,summer,NA,NA,NA,NA,NA,NA,NA
304,3049.0,en,dolphin,mascot,private detective,William A. Elliott,NA,NA,NA,James G. Robinson,Mary Jo Slater,NA
305,2759.0,en,gay,drag queen,homophobia,NA,NA,Guy Gross,NA,Al Clark,Michael Hamlyn,NA
306,12635.0,en,red-light disctrict,stuart sutcliffe,boyfriend girlfriend,NA,NA,Don Was,NA,Finola Dwyer,Nik Powell,Stephen Woolley
307,10497.0,en,eroticism,wheelchair,cruise,Willy Holt,G?rard Viard,Vangelis,Lizi Gelber,Roman Polanski,Fran?oise Menidrey,Mary Selway
308,11382.0,en,lover (female),talent,mafia boss,Santo Loquasto,NA,NA,NA,Robert Greenhut,Charles H. Joffe,NA
309,9331.0,en,assassination,spy,cia,NA,NA,Ralph S. Singleton,NA,Mindy Marin,Robert Rehme,Mace Neufeld
310,10731.0,en,suicide,brother brother relationship,witness protection,NA,NA,Howard Shore,NA,Arnon Milchan,Steven Reuther,NA
311,10464.0,en,loss of mother,daughter,friendship,NA,NA,Rick Cox,NA,Bernie Goldmann,Paula Mazur,Jessie Nelson
312,34152.0,en,black people,1970s,jazz musician,NA,NA,NA,NA,NA,NA,NA
313,9495.0,en,black people,1970s,jazz musician,NA,NA,NA,NA,NA,NA,NA
314,29973.0,en,black people,1970s,jazz musician,NA,NA,NA,NA,NA,NA,NA
315,888.0,en,manager,jealousy,bad mother-in-law,William Sandell,Christopher Burian-Mohr,Ted Nichols,Marty Paich,Bruce Cohen,Nancy Nayor,Joseph Barbera
316,13.0,en,female nudity,vietnam veteran,mentally disabled,Rick Carter,Leslie McDonald,Alan Silvestri,Sue Fox,Ellen Lewis,Wendy Finerman,Steve Tisch
317,712.0,en,upper class,gay,love at first sight,Anna Pinnock,Maggie Gray,Richard Rodney Bennett,Sue Baker,Duncan Kenworthy,Michelle Guish,Tim Bevan
318,16295.0,en,date rape,gangster versus nazi,athletic scholarship,NA,NA,NA,NA,Paul Hall,NA,NA
319,10879.0,en,newspaper,adversary,reporter,Dean Tavoularis,Alex Tavoularis,David Newman,NA,Nancy Meyers,Bruce A. Block,Bonnie Timmermann
320,10660.0,en,waitress,cop,lottery ticket,NA,NA,Carter Burwell,Joe Mulherin,Mike Lobell,NA,NA
321,10714.0,en,indian,tiger,feral child,NA,NA,Basil Poledouris,NA,Mark Damon,Edward S. Feldman,Lawrence Mortorff
322,41647.0,en,nazis,propaganda,artists' life,NA,NA,Ulrich Bassenge,Wolfgang Neumann,Hans-J?rgen Panitz,Jacques de Clercq,Dimitri de Clercq
323,8587.0,en,lion,loss of parents,wild boar,NA,NA,Hans Zimmer,NA,Craig Sost,NA,NA
324,1689.0,en,buddhist,tibet,buddha,NA,NA,Ryuichi Sakamoto,NA,Jeremy Thomas,NA,NA
325,11596.0,en,film director,nightmare,shooting,Matsune Suzuki,Cynthia Kay Charette,J. Peter Robinson,Ed Gerrard,Marianne Maddalena,Gary M. Zuckerbrod,Barry H. Waldman
326,854.0,en,dual identity,bank,mockery,NA,NA,Randy Edelman,NA,Deborah Moore,Joe Fineman,Lisa Van Cott
327,9359.0,en,poker,mississippi,saloon,NA,NA,Randy Newman,NA,Bruce Davey,Richard Donner,NA
328,23333.0,en,poker,mississippi,saloon,NA,NA,Randy Newman,NA,Bruce Davey,Richard Donner,NA
329,36593.0,en,poker,mississippi,saloon,NA,NA,Randy Newman,NA,Bruce Davey,Richard Donner,NA
330,12280.0,en,new york,research,success,NA,NA,Randy Newman,NA,Brian Grazer,Todd Hallowell,Dylan Sellers
331,2788.0,en,roommate,yuppie,generations confilct,Sharon Seymour,Maggie Martin,Karyn Rachtman,NA,Danny DeVito,Michael Shamberg,Stacey Sher
332,10427.0,en,sheriff,wyoming,hitman,NA,NA,William Olvis,NA,Steve Golin,Michael Kuhn,Jane McGann
333,11011.0,en,life raft,private plane,toothbrush,James H. Spencer,NA,Alan Silvestri,NA,John Davis,Joel Silver,Margery Simkin
334,49803.0,en,mother,pain,marriage,NA,NA,NA,NA,NA,NA,NA
335,8987.0,en,river,boston,bank robber,NA,NA,Jerry Goldsmith,NA,Lawrence Turman,David Foster,NA
336,1637.0,en,bomb,airport,bus,Jackson De Govia,John R. Jensen,Mark Mancina,NA,Mark Gordon,NA,NA
337,15128.0,en,politics,love,speech writer,NA,NA,NA,NA,Renny Harlin,NA,NA
338,8831.0,en,time travel,alternative reality,sci-fi action,Philip Harrison,Richard Hudolin,Mark Isham,NA,Penny Perry,Mike Richardson,Moshe Diamant
339,36955.0,en,spy,terrorist,florida,Peter Lamont,Robert W. Laing,Brad Fiedel,NA,Stephanie Austin,James Cameron,Larry Kasanoff
340,10449.0,en,wife husband relationship,new love,family,NA,NA,Zbigniew Preisner,NA,Jon Avnet,Ronald Bass,Al Franken
341,10395.0,en,adultery,indian,heal,Bo Welch,Linda DeScenna,Ennio Morricone,Suzana Peric,Douglas Wick,Juliet Taylor,Robert Greenhut
342,12160.0,en,gunslinger,gambling,sheriff,Ida Random,Gary Wissner,James Newton Howard,NA,Kevin Costner,Danso Gordon,Michael Grillo
343,40480.0,en,gunslinger,gambling,sheriff,Ida Random,Gary Wissner,James Newton Howard,NA,Kevin Costner,Danso Gordon,Michael Grillo
344,52038.0,en,gunslinger,gambling,sheriff,Ida Random,Gary Wissner,James Newton Howard,NA,Kevin Costner,Danso Gordon,Michael Grillo
345,29444.0,en,loss of brother,hostage,tv show,Sandy Struth,Eve Cauley,Sharon Boyle,Dana Sano,Rachel Abroms,Owens Hill,NA
346,26352.0,en,fbi,drug crime,violence,NA,NA,NA,NA,NA,NA,NA
347,39953.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,41580.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,315.0,en,killing,sports car,go-go dancer,NA,NA,Paul Sawtell,Bert Shefter,Eve Meyer,Russ Meyer,NA
350,22067.0,en,family relationships,fear,relationship,NA,NA,NA,NA,NA,NA,NA
351,18242.0,en,stop motion,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,11667.0,en,dictator,martial arts,hostage,William J. Creber,NA,Graeme Revell,NA,Steve Brooksbank,Mary Jo Slater,Kenzo Tsujimoto
353,28732.0,en,prank,bank robbery,indie,NA,NA,NA,NA,NA,NA,NA
354,316098.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,8011.0,en,japan,new york,scotland,NA,NA,NA,NA,NA,NA,NA
356,2654.0,en,small town,suspense,h.p. lovecraft,Elinor Rose Galbraith,NA,John Carpenter,Jim Lang,Sandy King,NA,NA
357,18069.0,en,rodeo,cowboys,bull riding,NA,NA,NA,NA,NA,NA,NA
358,19092.0,en,rodeo,cowboys,bull riding,NA,NA,NA,NA,NA,NA,NA
359,2758.0,en,rodeo,cowboys,bull riding,NA,NA,NA,NA,NA,NA,NA
360,10436.0,en,upper class,new york,lover,NA,NA,Elmer Bernstein,NA,Barbara De Fina,NA,NA
361,13595.0,en,radio station,heavy metal,rock band,David Nichols,Beth Siegel,Carter Burwell,NA,Mark Burg,Robert Simonds,Billy Hopkins
362,46094.0,en,sports film,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,9409.0,en,staatsanw?ltin,cops,gangster,NA,NA,Arthur B. Rubinstein,NA,Lynn Kouf,Jim Kouf,NA
364,11853.0,en,female nudity,revenge,wild west,NA,NA,Jerry Goldsmith,NA,Charles Finch,NA,NA
365,16771.0,en,barcelona spain,navy,indie,NA,NA,NA,NA,NA,NA,NA
366,46924.0,it,success,medieval times,struggle,NA,NA,NA,NA,NA,NA,NA
367,11041.0,en,arkansas,oil,based on tv series,NA,NA,Lalo Schifrin,NA,Ian Bryce,Penelope Spheeris,NA
368,306.0,en,undercover,investigation,weapon,Michael Seymour,NA,Nile Rodgers,NA,Mace Neufeld,Robert Rehme,Jackie Burch
369,14522.0,en,horse,country life,woman director,NA,NA,NA,NA,NA,NA,NA
370,26203.0,en,killer,blindness,NA,NA,NA,NA,NA,NA,NA,NA
371,178.0,en,boston,bomb planting,bomb attack,NA,NA,NA,NA,Pen Densham,Richard Barton Lewis,John Watson
372,19819.0,en,basketball,drama,sports film,NA,NA,NA,NA,NA,NA,NA
373,57834.0,en,basketball,drama,sports film,NA,NA,NA,NA,NA,NA,NA
374,4722.0,en,basketball,drama,sports film,NA,NA,NA,NA,NA,NA,NA
375,18215.0,en,suspense,obsessive love,medical doctor,Paul Huggins,Sharon Braunstein,Graeme Revell,NA,Ferne Cassel,Philippe Caland,Carl Mazzocone
376,1607.0,en,gambling,father-son relationship,black people,Wynn Thomas,Chris Shriver,Wendy Hedin,Robert Hein,Robert De Niro,Peter Gatien,Jane Rosenthal
377,26391.0,en,NA,NA,NA,NA,NA,NA,NA,Tim Burton,NA,NA
378,117553.0,en,male nudity,california,father-son relationship,NA,NA,NA,NA,NA,NA,NA
379,6075.0,en,prison,1970s,release from prison,Richard Sylbert,Gregory Bolton,Patrick Doyle,Lawrence Ashmore,Martin Bregman,Michael Bregman,Willi B?r
380,11310.0,en,nevada,gold,birthday,NA,NA,Marc Shaiman,NA,Billy Crystal,NA,NA
381,18658.0,en,NA,NA,NA,NA,NA,Alan Silvestri,NA,Gary Daigler,Lili Fini Zanuck,Richard D. Zanuck
382,9350.0,en,airplane,hijacking,climbing,John Vallone,Maria-Teresa Barbasso,Trevor Jones,NA,Renny Harlin,Mario Kassar,Alan Marshall
383,9612.0,en,extraterrestrial technology,alien life-form,space invasion,NA,NA,David Newman,NA,Lorne Michaels,Michael I. Rachmil,NA
384,2124.0,en,california,eroticism,suspense,James L. Schoppe,Jack Morrisey,Dominic Frontiere,NA,Andrew G. Vajna,Buzz Feitshans,David Matalon
385,26261.0,en,winging into a wall,infra red,photo album epilogue,NA,NA,NA,NA,NA,NA,NA
386,19176.0,en,cowboys,NA,NA,William Barclay,John Jay Moore,David Newman,NA,Brian Grazer,Billy Hopkins,Suzanne Smith
387,49299.0,en,drug,divorce,filmmaking,NA,NA,NA,NA,NA,NA,NA
388,11566.0,en,drug,divorce,filmmaking,NA,NA,NA,NA,NA,NA,NA
389,9571.0,en,drug,divorce,filmmaking,NA,NA,NA,NA,NA,NA,NA
390,9739.0,en,crime fighter,future,utopia,David L. Snyder,Walter P. Martishius,Elliot Goldenthal,James Simcik,Steven Bratter,Pete Catalano,Howard G. Kazanjian
391,24257.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,34444.0,en,lesbian,cowgirl,transvestite,NA,NA,NA,NA,NA,NA,NA
393,26141.0,en,spoof,private detective,NA,NA,NA,Richard Gibbs,NA,Katie Jacobs,Pierce Gardner,Pieter Jan Brugge
394,10997.0,zh,gay,china,society,NA,NA,Jiping Zhao,NA,NA,NA,NA
395,50463.0,en,NA,NA,NA,David Chapman,Mark Haack,Thomas Newman,NA,Lauren Shuler Donner,Patti Carns Kalles,Bonnie Timmermann
396,10443.0,en,grief,disaster,guilt,NA,NA,Maurice Jarre,NA,Mark Rosenberg,Paula Weinstein,NA
397,20239.0,en,hip-hop,mockumentary,spoof,NA,NA,NA,NA,NA,NA,NA
398,16297.0,en,homeless person,law school,bum,NA,NA,NA,NA,NA,NA,NA
399,18551.0,en,gambling,sex,robbery,NA,NA,NA,NA,NA,NA,NA
400,25440.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,9024.0,en,hotel,lover (female),concierge,Peter S. Larkin,Charley Beal,Bruce Broughton,NA,David T. Friendly,Brian Grazer,Graham Place
402,37233.0,en,fbi,law,tennessee,Richard Macdonald,John Willett,Dave Grusin,NA,John Davis,Lindsay Doran,Michael Hausman
403,1634.0,en,fbi,law,tennessee,Richard Macdonald,John Willett,Dave Grusin,NA,John Davis,Lindsay Doran,Michael Hausman
404,13815.0,en,fbi,law,tennessee,Richard Macdonald,John Willett,Dave Grusin,NA,John Davis,Lindsay Doran,Michael Hausman
405,5503.0,en,chicago,surgeon,death sentence,J. Dennis Washington,Maher Ahmad,James Newton Howard,NA,Arnold Kopelson,Keith Barish,Roy Huggins
406,35588.0,en,apache,historical figure,historical,NA,NA,Ry Cooder,NA,NA,NA,NA
407,2087.0,en,suicide by hanging,sexual torture,exploding truck,Joseph C. Nemec III,NA,Mark Isham,NA,John Alan Simon,Lawrence Turman,Allison Cowitt
408,41579.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,18620.0,en,homosexuality,lesbian love,woman director,NA,NA,NA,NA,NA,NA,NA
410,4916.0,en,NA,NA,NA,NA,NA,Howard Shore,NA,Lynn Stalmaster,NA,NA
411,2019.0,en,new orleans,sailor,NA,Phil Dagort,Philip Messina,Graeme Revell,Tim Simonec,Sean Daniel,James Jacks,Valerie McCaffrey
412,31642.0,en,vietnam,vietnam war,biography,NA,NA,NA,NA,Robert Kline,NA,NA
413,9255.0,en,swordplay,secret agent,liberation of hostage,William A. Elliott,NA,Basil Poledouris,NA,Bill Badalato,Pat Proft,Greg Norberg
414,26271.0,en,lesbian kiss,sleepover,best friend,Jerry Fleming,NA,Anton Sanko,Robin Urdang,Marcia Ross,Gary M. Zuckerbrod,Julie Herlocker
415,10612.0,en,england,wales,world war i,Charles Garrad,Chris Lowe,Stephen Endelman,NA,Sarah Curtis,Scott Maitland,Paul Sarony
416,2259.0,en,central and south america,violence in family,farm worker,Anna Asp,S?ren Gam,Hans Zimmer,NA,Roland Emmerich,Billy Hopkins,Suzanne Smith
417,16097.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,11934.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,106143.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,12475.0,en,education,us army,friendship,Ellen Totleben,Craig Stearns,Robert Folk,Karyn Rachtman,Nicholas Hassitt,Michael Rotenberg,Cyrus Yavneh
421,9386.0,en,cia,assassin,running,Lilly Kilvert,John Warnke,Ennio Morricone,Gary A. Hecker,Janet Hirshenson,Jeff Apple,Gail Katz
422,7984.0,en,bomb,prison,father-son relationship,Caroline Amies,Rick Butler,Trevor Jones,Ron Davis,Jim Sheridan,Gabriel Byrne,Nuala Moiselle
423,59930.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,15765.0,en,price of fame,tina turner,black woman,NA,NA,NA,NA,NA,NA,NA
425,6.0,en,chicago,drug dealer,boxing match,Joseph C. Nemec III,Dan Olexiewicz,Alan Silvestri,NA,Gene Levy,Christopher Mollo,Kris Wiseman McIntyre
426,329.0,en,exotic island,dna,paleontology,Rick Carter,Jackie Carr,John Williams,Kenneth Wannberg,Kathleen Kennedy,Gerald R. Molen,Janet Hirshenson
427,10909.0,en,california,journalist,journalism,Michael White,Kate J. Sullivan,Carter Burwell,Adam Milo Smalley,Steve Golin,Aristides McGarry,Sigurj?n Sighvatsson
428,507.0,en,paris,prostitute,robbery,David Wasco,NA,NA,NA,Samuel Hadida,Quentin Tarantino,NA
429,34024.0,en,marbles,elevator operator,bellboy,NA,NA,NA,NA,NA,NA,NA
430,9593.0,en,magic,movie in movie,spoof,NA,NA,Michael Kamen,NA,John McTiernan,Stephen J. Roth,Arnold Schwarzenegger
431,42580.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,22317.0,en,lightning,jack,NA,NA,NA,Bruce Rowland,NA,NA,NA,NA
433,1413.0,en,lightning,jack,NA,NA,NA,Bruce Rowland,NA,NA,NA,NA
434,12121.0,en,lightning,jack,NA,NA,NA,Bruce Rowland,NA,NA,NA,NA
435,2246.0,en,married couple,insurance fraud,boarder,Philip Harrison,Dianne Wager,Jerry Goldsmith,NA,Harold Becker,Charles Mulvehill,Rachel Pfeffer
436,10502.0,en,secret,suspicion,face transplant,Barbara Dunphy,Marc Fisichella,James Horner,NA,Bruce Davey,Dalisa Cohen,Sharon Mann
437,10440.0,en,investigation,black comedy,neighbor,Santo Loquasto,Speed Hopkins,Richard Wagner,Cole Porter,Robert Greenhut,Charles H. Joffe,Jack Rollins
438,9516.0,en,black people,drug dealer,ghetto,NA,NA,Quincy Jones III,NA,Kevin Moreton,Darin Scott,NA
439,2320.0,en,airplane,hijacking,terror cell,Terence Marsh,William Cruse,Jerry Goldsmith,NA,Joel Silver,Jim Thomas,John Thomas
440,5879.0,ja,japan,jealousy,brothel,NA,NA,Minoru Miki,NA,Nagisa ?shima,Anatole Dauman,NA
441,83718.0,en,date,conversation,secretary,Daniel Ouellette,NA,Tom Noonan,NA,Ted Hope,Scott Macaulay,Robin O'Hara
442,11971.0,en,shakespeare,bachelor,new love,NA,NA,Patrick Doyle,NA,Kenneth Branagh,Stephen Evans,David Parfitt
443,2625.0,en,depression,therapist,symphony,Waldemar Kalinowski,NA,Maurice Jarre,NA,Richard Gere,Alan Greisman,Debra Greenfield
444,31911.0,en,professor,friendship,unfaithfulness,Doug Kraner,Steve Saklad,Michael Gore,Craig A. Dellinger,Marianne Moloney,David Rubin,Debra Zane
445,788.0,en,san francisco,parents kids relationship,restaurant,Angelo P. Graham,W. Steven Graham,Howard Shore,NA,Robin Williams,Marsha Garces Williams,Matthew Rushton
446,21450.0,en,male nudity,sex,homelessness,NA,NA,Andrew Dickson,NA,Simon Channing Williams,NA,NA
447,11231.0,en,martial arts,becoming an adult,karate,NA,NA,Bill Conti,NA,R.J. Louis,Jerry Weintraub,NA
448,10447.0,en,martial arts,becoming an adult,karate,NA,NA,Bill Conti,NA,R.J. Louis,Jerry Weintraub,NA
449,31586.0,en,martial arts,becoming an adult,karate,NA,NA,Bill Conti,NA,R.J. Louis,Jerry Weintraub,NA
450,9300.0,en,london,queen,queen elizabeth i,NA,NA,Sally Potter,David Motion,Christopher Sheppard,NA,NA
451,9559.0,en,escape from prison,shot in the stomach,child kidnapping,NA,NA,Lennie Niehaus,NA,Clint Eastwood,Mark Johnson,David Valdes
